"CountyName","DwellingTypeDescr","Year_of_Construction","TypeofRating","EnergyRating","BerRating","GroundFloorArea.sq.m.","UValueWall","UValueRoof","UValueFloor","UValueWindow","UvalueDoor","WallArea","RoofArea","FloorArea","WindowArea","DoorArea","NoStoreys","CO2Rating","MainSpaceHeatingFuel","MainWaterHeatingFuel","HSMainSystemEfficiency","MultiDwellingMPRN","TGDLEdition","MPCDERValue","HSEffAdjFactor","HSSupplHeatFraction","HSSupplSystemEff","WHMainSystemEff","WHEffAdjFactor","SupplSHFuel","SupplWHFuel","SHRenewableResources","WHRenewableResources","NoOfChimneys","NoOfOpenFlues","NoOfFansAndVents","NoOfFluelessGasFires","DraftLobby","VentilationMethod","FanPowerManuDeclaredValue","HeatExchangerEff","StructureType","SuspendedWoodenFloor","PercentageDraughtStripped","NoOfSidesSheltered","PermeabilityTest","PermeabilityTestResult","TempAdjustment","HeatSystemControlCat","HeatSystemResponseCat","NoCentralHeatingPumps","CHBoilerThermostatControlled","NoOilBoilerHeatingPumps","OBBoilerThermostatControlled","OBPumpInsideDwelling","NoGasBoilerHeatingPumps","WarmAirHeatingSystem","UndergroundHeating","GroundFloorUValue","DistributionLosses","StorageLosses","ManuLossFactorAvail","SolarHotWaterHeating","ElecImmersionInSummer","CombiBoiler","KeepHotFacility","WaterStorageVolume","DeclaredLossFactor","TempFactorUnadj","TempFactorMultiplier","InsulationType","InsulationThickness","PrimaryCircuitLoss","CombiBoilerAddLoss","ElecConsumpKeepHot","ApertureArea","ZeroLossCollectorEff","CollectorHeatLossCoEff","AnnualSolarRadiation","OvershadingFactor","CylinderStat","SolarStorageVolume","VolumeOfPreHeatStore","CombinedCylinder","ElectricityConsumption","SWHPumpSolarPowered","ChargingBasisHeatConsumed","gsdHSSupplHeatFraction","gsdHSSupplSystemEff","DistLossFactor","CHPUnitHeatFraction","CHPSystemType","CHPElecEff","CHPHeatEff","CHPFuelType","SupplHSFuelTypeID","gsdSHRenewableResources","gsdWHRenewableResources","SolarHeatFraction","DeliveredLightingEnergy","DeliveredEnergyPumpsFans","DeliveredEnergyMainWater","DeliveredEnergyMainSpace","PrimaryEnergyLighting","PrimaryEnergyPumpsFans","PrimaryEnergyMainWater","PrimaryEnergyMainSpace","CO2Lighting","CO2PumpsFans","CO2MainWater","CO2MainSpace","GroundFloorArea","GroundFloorHeight","FirstFloorArea","FirstFloorHeight","SecondFloorArea","SecondFloorHeight","ThirdFloorArea","ThirdFloorHeight","ThermalBridgingFactor","ThermalMassCategory","PredominantRoofTypeArea","PredominantRoofType","LowEnergyLightingPercent","TotalDeliveredEnergy","DeliveredEnergySecondarySpace","DeliveredEnergySupplementaryWater","LivingAreaPercent","CO2SecondarySpace","CO2SupplementaryWater","PrimaryEnergySecondarySpace","PrimaryEnergySupplementaryWater","HESSchemeUpgrade","RoomInRoofArea","PurposeOfRating","DateOfAssessment","FirstEnergyTypeId","FirstEnergyType_Description","FirstEnerProdComment","FirstEnerProdDelivered","FirstPartLTotalContribution","FirstEnerProdConvFactor","FirstEnerProdCO2EmissionFactor","FirstEnerConsumedComment","FirstEnerConsumedDelivered","FirstEnerConsumedConvFactor","FirstEnerConsumedCO2EmissionFactor","SecondEnergyTypeId","SecondEnergyType_Description","SecondEnerProdComment","SecondEnerProdDelivered","SecondPartLTotalContribution","SecondEnerProdConvFactor","SecondEnerProdCO2EmissionFactor","SecondEnerConsumedComment","SecondEnerConsumedDelivered","SecondEnerConsumedConvFactor","SecondEnerConsumedCO2EmissionFactor","ThirdEnergyTypeId","ThirdEnergyType_Description","ThirdEnerProdComment","ThirdEnerProdDelivered","ThirdPartLTotalContribution","ThirdEnerProdConvFactor","ThirdEnerProdCO2EmissionFactor","ThirdEnerConsumedComment","ThirdEnerConsumedDelivered","ThirdEnerConsumedConvFactor","ThirdEnerConsumedCO2EmissionFactor","FirstBoilerFuelType","FirstHeatGenPlantEff","FirstPercentageHeat","SecondBoilerFuelType","SecondHeatGenPlantEff","SecondPercentageHeat","ThirdBoilerFuelType","ThirdHeatGenPlantEff","ThirdPercentageHeat","SolarSpaceHeatingSystem","TotalPrimaryEnergyFact","TotalCO2Emissions","FirstWallType_Description","FirstWallDescription","FirstWallArea","FirstWallUValue","FirstWallIsSemiExposed","FirstWallAgeBandId","FirstWallTypeId","SecondWallType_Description","SecondWallDescription","SecondWallArea","SecondWallUValue","SecondWallIsSemiExposed","SecondWallAgeBandId","SecondWallTypeId","ThirdWallType_Description","ThirdWallDescription","ThirdWallArea","ThirdWallUValue","ThirdWallIsSemiExposed","ThirdWallAgeBandId","ThirdWallTypeId"
"Co. Leitrim","Detached house",1998,"Existing       ","C3",206.35,165.4,0.32,0.4,0.45,2.78,3.04,144.91,91.31,84.74,29.11,3.64,2,51.98,"Heating Oil                   ","Heating Oil                   ",83,"NO",0,38.78,0.95,0.1,55,83,0.95,15,1,2,2,1,1,6,0,"NO","Natural vent.",0,0,"Masonry                       ","Yes (Unsealed)                ",100,1,"NO",0,0.6,1,1,2,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,461.032,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.17,"Loose Jacket                  ",80,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1321.07,360,6079.324,17966.729,3566.889,972,6687.256,19763.402,849.448,231.48,1653.576,4886.95,84.74,2.41,80.66,2.49,0,0,0,0,0.15,"Medium-high         ",54.49,"Main Upper Attic              ",23,28587.281,2860.158,0,11.717,1055.398,0,3146.174,0,0,0,"Grant Support","Oct 10 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","Main Walls Filled",129.4,0.308,"No",8,5,"300mm Filled Cavity","Semi-Exposed Filled Walls to U",8.689,0.286,"Yes",8,5,"","Semi-Exposed Walls to unheaded",5.845,0.484,"Yes",8,10
"Co. Cork","Detached house",1992,"Existing       ","C2",178.16,170.31,0.48,0.21,0.46,2.21,3,134.03,148.47,143.34,26.73,3.68,2,45.09,"Heating Oil                   ","Heating Oil                   ",93.1,"NO",0,42.45,0.95,0.1,50,93.1,0.95,15,28,2,2,0,2,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0.6,1,1,1,"NO ",1,"NO ","YES",0,"NO ","NO ",0,469.588,"YES","NO ","YES","YES","None                          ","None                          ",300,0,0.6,1,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,4.652,0.734,1.529,1074,1,"YES",100,NA,"YES",75,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1460.195,230,2670.693,16211.242,3942.527,621,2937.762,17832.366,938.905,147.89,726.428,4409.458,143.34,2.5,26.97,2.28,0,0,0,0,0.15,"High                ",81.68,"BTWJ Main                     ",10,24313.873,3184.608,557.135,18.114,1175.12,358.238,3503.069,1504.265,1,0,"Grant Support","Oct 18 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","Filled Cavity",66.21,0.6,"No",7,5,"","Extension wall, unknown type",54.21,0.37,"No",10,10,"Timber Frame","Timber frame, ",11.01,0.339,"Yes",10,8
"Co. Dublin","Semi-detached house",1972,"Existing       ","C3",203.24,120.16,1.61,0.26,0.42,2.78,2.79,91.31,73.16,73.16,24.9,3.6,2,49.51,"Heating Oil                   ","Heating Oil                   ",93.5,"NO",0,34.85,1,0,0,93.5,1,1,1,2,2,0,0,2,0,"YES","Natural vent.",0,0,"Masonry                       ","Yes (Unsealed)                ",93,3,"NO",0,0,3,1,1,"YES",1,"YES","NO ",0,"NO ","NO ",0,375.636,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,0.9,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1084.444,230,3865.498,15115.384,2927.999,621,4252.048,16626.922,697.297,147.89,1051.415,4111.384,73.18,2.45,46.98,2.7,0,0,0,0,0.15,"Medium-high         ",46.98,"150mm Fibre Insulation on Plas",0,20295.326,0,0,44.8818,0,0,0,0,1,0,"Grant Support","Oct 23 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","Original House Walls",48.65,2.4,"No",5,7,"300mm Cavity","Ext Walls",22.18,0.37,"No",10,4,"Concrete Hollow Block","Wall Between House-Gar/Porch",12.89,1.5,"Yes",5,7
"Co. Donegal","Detached house",1997,"Existing       ","C3",216.26,136.75,0.54,0.15,0.44,2.7,2.94,163.09,74.73,74.73,26.29,5.47,2,55.08,"Heating Oil                   ","Heating Oil                   ",83.6,"NO",0,42.88,0.95,0.1,30,83.6,0.95,15,28,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",96,2,"NO",0,0,2,1,1,"NO ",1,"NO ","YES",0,"NO ","NO ",0,408.449,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,894.772,230,4169.989,13085.477,2415.884,621,4586.988,14394.025,575.338,147.89,1134.237,3559.25,74.73,2.58,62.02,2.9,0,0,0,0,0.15,"Medium-high         ",62.02,"1st Floor - 300mm Quilt insula",55,23456.925,3848.1,1228.587,16.8044,1419.949,789.981,4232.91,3317.185,0,0,"Sale","Oct 26 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Main House - Cavity Wall - As ",148.88,0.55,"No",8,4,"","Main House - Unknown Wall (Sem",8.93,0.484,"Yes",8,10,"300mm Cavity","Main House - Cavity Wall - As ",5.28,0.484,"Yes",8,4
"Co. Dublin","Detached house",1971,"Existing       ","B3",139.36,221.86,0.27,0.53,0.44,2.05,0,166.44,131.65,141.74,92.82,0,2,29.92,"Mains Gas                     ","Mains Gas                     ",90.7,"NO",0,29.28,1,0.1,30,90.7,1,8,1,2,2,0,1,3,0,"NO","Natural vent.",0,0,"Masonry                       ","Yes (Unsealed)                ",100,2,"NO",0,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,550.415,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,0.9,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1291.475,175,5269.499,14074.498,3486.983,472.5,5796.449,15481.948,830.418,112.525,1069.708,2857.123,141.74,2.58,80.12,2.8,0,0,0,0,0.15,"Medium-high         ",92.84,"Original house                ",71,25538.461,4727.989,0,14.2973,1853.372,0,5673.587,0,1,0,"Grant Support","Nov 11 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","Original house",85.69,0.27,"No",5,7,"300mm Filled Cavity","Extension",72.26,0.26,"No",10,5,"","Bay",8.49,0.37,"No",10,10
"Co. Mayo","Detached house",1975,"Existing       ","D2",274.78,150.17,0.82,0.13,0.7,2.73,3,112.6,150.17,150.17,31.15,4.95,1,68.36,"Heating Oil                   ","Heating Oil                   ",70,"NO",0,49.54,0.95,0.1,65,70,0.95,15,28,2,2,0,3,0,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",88,0,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,433.702,"YES","NO ","NO ","YES","None                          ","None                          ",114,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1307.849,230,4948.274,23165.409,3531.192,621,5443.101,25481.95,840.947,147.89,1345.931,6300.991,150.17,2.5,0,0,0,0,0,0,0.15,"Medium              ",134.24,"Original                      ",7,33503.01,2633.333,1218.145,16.8076,971.7,783.267,2896.666,3288.992,0,0,"Sale","Nov 29 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Original - Drylined with 37.5m",85.3,0.96,"No",5,4,"300mm Cavity","Extension",27.3,0.37,"No",10,4,"","",NA,NA,"",NA,NA
"Dublin 7","Mid-terrace house",1945,"Existing       ","G ",461.01,72.57,2.26,2.3,0.6,5.05,3,43.04,44.03,44.5,10.27,2.62,2,96.55,"Mains Gas                     ","Mains Gas                     ",72,"NO",0,42.23,0.95,0.1,30,72,0.95,8,28,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",95,4,"NO",0,0,2,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,272.629,"YES","NO ","NO ","NO ","None                          ","None                          ",147,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,654.944,175,5610.423,17840.582,1768.349,472.5,6171.465,19624.64,421.129,112.525,1138.916,3621.638,44.5,2.43,28.07,2.8,0,0,0,0,0.15,"Medium-high         ",28.07,"Main                          ",0,28800.563,4519.614,0,18.7681,1771.689,0,5423.537,0,0,0,"Sale","Dec  8 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solid Mass Concrete","Main",25.93,2.2,"No",3,6,"Concrete Hollow Block","Extension",16.34,2.4,"No",5,7,"Timber Frame","Roof window recess",0.77,1.1,"No",5,8
"Cork City","Semi-detached house",1979,"Existing       ","B3",134.88,142.3,0.27,0.26,0.48,2.58,2.18,97.1,86.4,85.9,29.43,4.67,2,27.27,"Mains Gas                     ","Mains Gas                     ",90.3,"NO",0,25.96,1,0.1,60,90.3,1,8,1,2,2,0,1,0,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0,2,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,418.999,"YES","NO ","NO ","NO ","None                          ","None                          ",96,0,0.6,0.9,"Factory Insulated             ",36,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,642.129,175,4322.619,9407.142,1733.748,472.5,4754.881,10347.856,412.889,112.525,877.492,1909.65,85.9,2.47,56.4,2.68,0,0,0,0,0.15,"Medium-high         ",56.4,"",100,16119.973,1573.083,0,13.7737,616.649,0,1887.7,0,0,0,"Grant Support","Dec 10 2016 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","100mm Baumit 30 EWI System",97.1,0.27,"No",6,10,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Dublin","Semi-detached house",1982,"Existing       ","D2",269.42,86.93,1.1,0.5,0.57,3.29,3,78.28,43.6,43.33,17.41,1.9,2,67.03,"Heating Oil                   ","Heating Oil                   ",85,"NO",0,46.51,0.95,0.1,50,85,0.95,8,28,2,2,1,0,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",84,2,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,305.193,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",25,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,761.007,230,3779.065,10351.788,2054.719,621,4156.972,11386.967,489.328,147.89,1027.906,2815.686,43.33,2.46,43.6,2.72,0,0,0,0,0.15,"Medium              ",43.6,"",6,18078.705,1856.421,1100.424,18.026,727.717,707.573,2227.705,2971.145,0,0,"Private Letting","Jan 26 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","",78.28,1.1,"No",6,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Wicklow","Detached house",1973,"Existing       ","C2",175.68,212.65,0.6,0.4,0.71,2.71,3,121.71,134.83,143.42,38.45,1.85,2,44.18,"Heating Oil                   ","Heating Oil                   ",75,"NO",0,32.02,0.95,0.1,65,75,0.95,8,28,2,2,1,1,1,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,0,3,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,537.207,"YES","NO ","YES","NO ","None                          ","None                          ",300,0,0.6,1.17,"Factory Insulated             ",20,"Boiler with uninsulated primar",0,0,6.96,0.776,3.293,1074,1,"NO ",195,NA,"NO ",75,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,997.966,230,5144.396,22777.076,2694.508,621,5658.836,25054.784,641.692,147.89,1399.276,6195.365,143.25,2.56,69.4,2.18,0,0,0,0,0.15,"Medium-high         ",73.6,"attic space                   ",96,31925.516,2776.078,0,10.4115,1088.223,0,3331.294,0,1,0,"Grant Support","Jan 26 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","main",76.69,0.6,"No",5,5,"300mm Filled Cavity","extension",45.02,0.6,"No",6,5,"","",NA,NA,"",NA,NA
"Co. Dublin","Semi-detached house",1981,"Existing       ","C1",167.02,113.64,0.87,0.24,0.57,3.19,2.23,92.34,61,61,21.99,3.73,2,33.83,"Mains Gas                     ","Mains Gas                     ",90.2,"NO",0,26.5,1,0.1,60,90.2,1,8,1,2,2,0,1,2,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",93,3,"NO",0,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,362.345,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,0.9,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,728.177,175,3908.684,9410.539,1966.078,472.5,4299.552,10351.593,468.218,112.525,793.463,1910.339,61,2.4,52.64,2.65,0,0,0,0,0.15,"Medium              ",52.6,"",58,15794.309,1571.909,0,23.6712,616.188,0,1886.291,0,0,0,"Sale","Feb 17 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","drylining ins upgraded",70.31,0.87,"No",6,4,"300mm Cavity","wall adjoining garage and lean",22.03,0.863,"Yes",6,4,"","",NA,NA,"",NA,NA
"Co. Kerry","Detached house",1985,"Existing       ","E1",328.82,100.2,0.6,0.4,0.57,3.7,0,87.82,100.2,100.2,15.52,0,1,82.75,"Heating Oil                   ","Heating Oil                   ",79,"NO",0,60.81,0.95,0.1,30,79,0.95,15,28,2,2,1,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",92,1,"NO",0,0.6,1,1,1,"NO ",1,"NO ","YES",0,"NO ","NO ",0,334.101,"YES","NO ","NO ","YES","None                          ","None                          ",84,2.55,0.6,1.3,"None                          ",0,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,904.305,230,3077.572,17438.233,2441.624,621,3385.329,19182.056,581.468,147.89,837.1,4743.199,100.2,2.58,0,0,0,0,0,0,0.15,"Medium-high         ",100.2,"Tile Roof                     ",0,27229.087,4843.954,735.023,18.2136,1787.419,472.62,5328.349,1984.562,0,0,"Sale","Apr 29 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Side wall to S/W",28.02,0.6,"No",7,4,"300mm Cavity","Side wall to S/E",24.92,0.6,"No",7,4,"300mm Cavity","Rear wall",18.26,0.6,"No",7,4
"Dublin 18","End of terrace house",2017,"Final          ","A2",46.52,115.7,0.15,0.11,0.15,1.32,1.4,101.1,62.7,62.7,18.4,2.09,2,8.62,"Mains Gas                     ","Mains Gas                     ",90.4,"NO",3,23.44,1.02,0,0,90.4,1.02,1,1,2,2,0,0,1,0,"NO","Bal.whole mech.vent heat recvr",0.83,86,"Please select                 ","No                            ",0,3,"YES",0.032,0,3,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,366.581,"YES","YES","NO ","NO ","None                          ","None                          ",200,1.8,0.6,0.9,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,522.096,556.872,3745.744,-1501.134,1409.659,1503.554,4120.318,-1651.247,335.708,358.069,760.386,-304.73,62.7,2.6,53,2.83,0,0,0,0,0.08,"Medium              ",53,"main roof                     ",100,3323.578,0,0,14.6932,0,0,0,0,0,0,"Sale","Oct 10 2017 12:00AM",2,"Renewable Electrical","260 kWp x 4 ",849.47,849.47,2.08,0.409,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","main walls wall insulated inte",101.1,0.15,"No",0,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Galway","Detached house",2003,"Existing       ","C2",190.09,176.42,0.53,0.32,0.44,2.81,3,189.99,116.26,108.47,35.44,3.77,2,45.41,"Heating Oil                   ","Heating Oil                   ",79,"NO",0,33.77,1,0.1,63,79,1,4,28,2,2,0,1,4,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",96,0,"NO",0,0,3,1,1,"YES",1,"YES","YES",0,"NO ","NO ",0,479.972,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,0.9,"Factory Insulated             ",10,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1464.815,230,5961.79,17871.802,3955.001,621,6557.969,19658.982,941.876,147.89,1621.607,4861.13,108.47,2.63,67.95,2.57,0,0,0,0,0.15,"Medium-high         ",68.69,"unknown as built              ",16,28018.482,2490.075,0,24.0732,577.697,0,2739.083,0,1,0,"Grant Support","Oct 26 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","100mm block,filled cavity,100m",120.19,0.55,"No",9,5,"Timber Frame","timber frame semi exposed",63.3,0.484,"Yes",9,8,"Timber Frame","timber frame",6.5,0.55,"No",9,8
"Dublin 24","Mid-terrace house",1986,"Existing       ","C3",216.14,80.86,0.6,0.49,0.49,2.73,2.9,53.94,41.05,40.92,10.03,3.42,2,40.38,"Mains Gas                     ","Mains Gas                     ",76.7,"NO",0,32.51,0.95,0.1,100,76.7,0.95,28,1,2,2,1,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",89,3,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,291.569,"YES","NO ","NO ","NO ","None                          ","None                          ",117,0,0.6,1.3,"Factory Insulated             ",35,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,649.488,175,5028.196,7370.967,1753.618,472.5,5531.016,8108.064,417.621,112.525,1020.724,1496.306,39.81,2.38,41.05,2.63,0,0,0,0,0.15,"Medium              ",41.05,"main                          ",22,13820.699,597.048,0,17.8828,383.902,0,1612.03,0,0,0,"Sale","Nov  3 2017 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","first flr",31.15,0.6,"No",7,10,"","ground flr",22.79,0.6,"No",7,10,"","",NA,NA,"",NA,NA
